peasantLeisureAffinity,peasantKind,contractor,pesticidesAvailable,purpose,tools,daysToWorkForOther,peasantFamilyLandAlias,robberyAccount,rainfallConditions,peasantFriendsAffinity,assignedLands,Happiness/Sadness,farm,timeLeftOnDay,Hopeful/Uncertainty,seeds,newDay,currentSeason,cropSize,health,currentPeasantLeisureType,internalCurrentDate,waterAvailable,loanAmountToPay,peasantFamilyMinimalVital,money,currentDay,Secure/Insecure,currentActivity,peasantFamilyAffinity,toPay,harvestedWeight,peasantFamilyHelper,nombre_agente
0.38238608832333776,StablePeasant,,0,farmer,10,0,farm_4_small,0,normal,0.47798261040417217,"[{'farmName': 'farm_4_small', 'landName': 'land_5', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_small', 'landName': 'land_6', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9804,True,24,0,855,True,NONE,0,95,NONE,01/01/2023,1955,0,10000,2458123,345,0.90040016,NONE,0.669175654565841,0,0,,PeasantFamily_4
0.4165031780570492,StablePeasant,,0,farmer,10,0,farm_7_small,0,normal,0.5206289725713115,"[{'farmName': 'farm_7_small', 'landName': 'land_25', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_7_small', 'landName': 'land_20', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9806,True,24,0,961,True,NONE,1,100,NONE,01/01/2023,991,0,10000,1077767,345,0.94040006,NONE,0.728880561599836,0,0,,PeasantFamily_5
0.42130175483013094,StablePeasant,,0,farmer,10,0,farm_3_small,0,normal,0.5266271935376636,"[{'farmName': 'farm_3_small', 'landName': 'land_14', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_3_small', 'landName': 'land_15', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97980005,True,24,0,973,True,NONE,1,100,NONE,01/01/2023,2053,0,10000,1077159,345,0.86040026,NONE,0.737278070952729,0,0,,PeasantFamily_2
0.4381881806428986,StablePeasant,,0,farmer,10,0,farm_2_small,0,normal,0.5477352258036232,"[{'farmName': 'farm_2_small', 'landName': 'land_12', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_2_small', 'landName': 'land_13', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9806,True,24,0,995,True,NONE,1,100,NONE,01/01/2023,535,0,10000,2544034,345,0.9402001,NONE,0.7668293161250724,0,0,,PeasantFamily_3
0.38975687958617383,StablePeasant,,0,farmer,10,0,farm_5_small,0,normal,0.48719609948271725,"[{'farmName': 'farm_5_small', 'landName': 'land_8', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_small', 'landName': 'land_7', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9806,True,24,0,874,True,NONE,0,97,NONE,01/01/2023,1974,0,10000,1739662,345,0.9406001,NONE,0.6820745392758041,0,0,,PeasantFamily_1
0.36427135427059365,StablePeasant,,0,farmer,10,0,farm_6_small,0,normal,0.45533919283824204,"[{'farmName': 'farm_6_small', 'landName': 'land_16', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_6_small', 'landName': 'land_17', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.97980005,True,24,0,810,True,NONE,0,91,NONE,01/01/2023,1910,0,10000,842492,352,0.8604002,NONE,0.6374748699735389,0,0,,PeasantFamily_1
0.41538419248657066,StablePeasant,,0,farmer,10,0,farm_3_small,0,normal,0.5192302406082133,"[{'farmName': 'farm_3_small', 'landName': 'land_14', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_3_small', 'landName': 'land_15', 'elapsedWorkTime': 48, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9806,True,24,0,978,True,NONE,1,100,NONE,01/01/2023,2038,0,10000,1098613,345,0.8804002,NONE,0.7269223368514987,0,0,,PeasantFamily_5
0.4266308325657595,StablePeasant,,0,farmer,10,0,farm_5_small,0,normal,0.5332885407071993,"[{'farmName': 'farm_5_small', 'landName': 'land_8', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_small', 'landName': 'land_7', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9804,True,24,0,966,True,NONE,1,100,NONE,01/01/2023,986,0,10000,1252469,338,0.94020003,NONE,0.746603956990079,0,0,,PeasantFamily_4
0.40384453171189816,StablePeasant,,0,farmer,10,0,farm_2_small,0,normal,0.5048056646398726,"[{'farmName': 'farm_2_small', 'landName': 'land_12', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_2_small', 'landName': 'land_13', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9804,True,24,0,909,True,NONE,1,100,NONE,01/01/2023,29,0,10000,2625144,352,0.94040006,NONE,0.7067279304958216,0,0,,PeasantFamily_3
0.3732212028593067,StablePeasant,,0,farmer,10,0,farm_4_small,0,normal,0.4665265035741334,"[{'farmName': 'farm_4_small', 'landName': 'land_5', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_small', 'landName': 'land_6', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",0.9804,True,24,0,833,True,NONE,0,93,NONE,01/01/2023,1933,0,10000,1743716,345,0.94040006,NONE,0.6531371050037867,0,0,,PeasantFamily_2
