name,Happiness/Sadness,Hopeful/Uncertainty,Secure/Insecure,assignedLands,contractor,cropSize,currentActivity,currentDay,currentPeasantLeisureType,currentSeason,daysToWorkForOther,farm,health,initialHealth,initialMoney,internalCurrentDate,loanAmountToPay,money,newDay,peasantFamilyAffinity,peasantFamilyHelper,peasantFamilyLandAlias,peasantFamilyMinimalVital,peasantFriendsAffinity,peasantKind,peasantLeisureAffinity,pesticidesAvailable,purpose,rainfallConditions,robberyAccount,seeds,timeLeftOnDay,toPay,tools,totalHarvestedWeight,waterAvailable,Emotions
PeasantFamily_62,0.99,0.97,96.999.997,"[{'farmName': 'farm_4_large', 'landName': 'land_135', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_95', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_96', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_97', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_98', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_118', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_115', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_137', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_136', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_117', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_116', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_138', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,92,84,2030301,01/01/2023,0,1561301,TRUE,6.460.049.932.630.660,,farm_4_large,10000,4.614.321.380.450.470,StablePeasant,3.691.457.104.360.380,0,farmer,normal,0,802,24,0,10,8.493.486.678.831.590,1922,SI
PeasantFamily_39,98.999.995,96.999.997,96.999.997,"[{'farmName': 'farm_30_medium', 'landName': 'land_62', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_30_medium', 'landName': 'land_41', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_30_medium', 'landName': 'land_42', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_30_medium', 'landName': 'land_61', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,91,83,2011942,01/01/2023,0,1204942,TRUE,640.163.612.666.127,,farm_30_medium,10000,45.725.972.333.294.700,StablePeasant,3.658.077.786.663.580,0,farmer,normal,0,794,24,0,10,8.305.563.837.874.690,1914,SI
PeasantFamily_19,9.904,9.303,9.303,"[{'farmName': 'farm_15_large', 'landName': 'land_375', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_355', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_377', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_376', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_338', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_335', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_357', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_356', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_378', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_337', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_336', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_15_large', 'landName': 'land_358', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,1,NONE,366,NONE,NONE,0,TRUE,100,108,2380981,01/01/2023,0,1672981,TRUE,7.575.850.488.866.300,,farm_15_large,10000,5.411.321.777.761.640,StablePeasant,4.329.057.422.209.310,0,farmer,normal,0,962,24,0,10,7.354.074.628.508.760,2082,SI
PeasantFamily_72,99.009.997,93.000.007,93.000.007,"[{'farmName': 'farm_2_large', 'landName': 'land_187', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_184', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_186', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_185', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_207', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_206', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_225', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_224', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_205', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_227', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_204', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_2_large', 'landName': 'land_226', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,1,NONE,366,NONE,NONE,0,TRUE,100,102,2255423,01/01/2023,0,1686423,TRUE,7.176.347.309.937.380,,farm_2_large,10000,5.125.962.364.240.980,StablePeasant,41.007.698.913.927.900,0,farmer,normal,0,905,24,0,10,7.611.429.709.787.060,15,SI
PeasantFamily_37,99.029.994,97.029.984,97.029.984,"[{'farmName': 'farm_28_medium', 'landName': 'land_151', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_28_medium', 'landName': 'land_172', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_28_medium', 'landName': 'land_152', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_28_medium', 'landName': 'land_171', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,91,82,2003155,01/01/2023,0,1794155,TRUE,6.373.677.577.996.290,,farm_28_medium,10000,4.552.626.841.425.920,StablePeasant,36.421.014.731.407.300,0,farmer,normal,0,810,24,0,10,760.968.867.216.646,1910,SI
PeasantFamily_3,99.029.994,9.702.999,9.702.999,"[{'farmName': 'farm_26_medium', 'landName': 'land_155', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_26_medium', 'landName': 'land_176', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_26_medium', 'landName': 'land_156', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_26_medium', 'landName': 'land_175', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,91,83,2012780,01/01/2023,0,1461780,TRUE,6.404.301.619.888.590,,farm_26_medium,10000,4.574.501.157.063.280,StablePeasant,3.659.600.925.650.620,0,farmer,normal,0,814,24,0,10,6.949.580.370.714.310,1914,SI
PeasantFamily_29,9.903,93.020.004,93.020.004,"[{'farmName': 'farm_9_large', 'landName': 'land_265', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_287', 'elapsedWorkTime': 40, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_286', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_267', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_266', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_288', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_285', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_306', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_305', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_308', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_307', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_9_large', 'landName': 'land_268', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,1,NONE,366,NONE,NONE,0,TRUE,100,103,2266882,01/01/2023,0,2653882,TRUE,7.212.809.198.447.960,,farm_9_large,10000,5.152.006.570.319.970,StablePeasant,412.160.525.625.598,0,farmer,normal,0,910,24,0,10,898.452.727.540.568,20,SI
PeasantFamily_26,9.903,9.703,9.703,"[{'farmName': 'farm_21_medium', 'landName': 'land_199', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_21_medium', 'landName': 'land_220', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_21_medium', 'landName': 'land_200', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_21_medium', 'landName': 'land_219', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,95,90,2101694,01/01/2023,0,1379694,TRUE,6.687.209.298.030.570,,farm_21_medium,10000,4.776.578.070.021.840,StablePeasant,38.212.624.560.174.700,0,farmer,normal,0,875,24,0,10,5.856.704.315.766.020,1955,SI
PeasantFamily_12,99.009.997,9.301.001,9.301.001,"[{'farmName': 'farm_62_small', 'landName': 'land_76', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_62_small', 'landName': 'land_60', 'elapsedWorkTime': 40, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,52,85,2038822,01/01/2023,0,1643822,TRUE,648.716.285.559.311,,farm_62_small,10000,46.336.877.539.950.700,StablePeasant,3.706.950.203.196.060,0,farmer,normal,0,886,24,0,10,578.411.301.554.649,1926,SI
PeasantFamily_17,9.902,9.303,9.303,"[{'farmName': 'farm_35_medium', 'landName': 'land_221', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_35_medium', 'landName': 'land_242', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_35_medium', 'landName': 'land_222', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_35_medium', 'landName': 'land_241', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,97,94,2153971,01/01/2023,0,3012971,TRUE,6.853.544.798.373.230,,farm_35_medium,10000,48.953.891.416.951.600,StablePeasant,3.916.311.313.356.130,0,farmer,normal,0,859,24,0,10,9.781.111.275.078.360,1979,SI
PeasantFamily_15,99.039.996,9.302,9.302,"[{'farmName': 'farm_7_large', 'landName': 'land_122', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_121', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_102', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_124', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_101', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_123', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_84', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_81', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_82', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_83', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_104', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_7_large', 'landName': 'land_103', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,1,NONE,366,NONE,NONE,0,TRUE,100,105,2311853,01/01/2023,0,779853,TRUE,7.355.898.147.852.830,,farm_7_large,10000,5.254.212.962.752.020,StablePeasant,42.033.703.702.016.200,0,farmer,normal,0,930,24,0,10,6.704.897.090.313.730,160,SI
PeasantFamily_43,9.903,92.999.995,92.999.995,"[{'farmName': 'farm_24_medium', 'landName': 'land_143', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_24_medium', 'landName': 'land_162', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_24_medium', 'landName': 'land_142', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_24_medium', 'landName': 'land_163', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,95,90,2092433,01/01/2023,0,3345433,TRUE,6.657.743.699.611.500,,farm_24_medium,10000,4.755.531.214.008.210,StablePeasant,38.044.249.712.065.700,0,farmer,normal,0,831,24,0,10,10.572.276.314.163.200,1951,SI
PeasantFamily_2,99.009.997,9.705,9.705,"[{'farmName': 'farm_17_large', 'landName': 'land_386', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_366', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_388', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_387', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_349', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_346', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_368', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_367', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_389', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_348', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_347', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_17_large', 'landName': 'land_369', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,51,82,2004497,01/01/2023,0,2495497,TRUE,6.377.947.936.007.640,,farm_17_large,10000,4.555.677.097.148.310,StablePeasant,36.445.416.777.186.500,0,farmer,normal,2,771,24,0,10,9.580.540.696.635.160,1911,SI
PeasantFamily_70,0.99,96.999.997,96.999.997,"[{'farmName': 'farm_33_medium', 'landName': 'land_179', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_33_medium', 'landName': 'land_180', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_33_medium', 'landName': 'land_160', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_33_medium', 'landName': 'land_159', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,TRUE,96,92,2122928,01/01/2023,0,1686928,TRUE,6.754.772.042.772.300,,farm_33_medium,10000,4.824.837.173.408.780,StablePeasant,385.986.973.872.703,0,farmer,normal,0,864,24,0,10,7.185.479.261.613.690,1964,SI
