name,Happiness/Sadness,Hopeful/Uncertainty,Secure/Insecure,assignedLands,contractor,cropSize,currentActivity,currentDay,currentPeasantLeisureType,currentSeason,daysToWorkForOther,farm,health,initialHealth,initialMoney,internalCurrentDate,loanAmountToPay,money,newDay,peasantFamilyAffinity,peasantFamilyHelper,peasantFamilyLandAlias,peasantFamilyMinimalVital,peasantFriendsAffinity,peasantKind,peasantLeisureAffinity,pesticidesAvailable,purpose,rainfallConditions,robberyAccount,seeds,timeLeftOnDay,toPay,tools,totalHarvestedWeight,waterAvailable
PeasantFamily_23,0.9903,0.9703,0.9703,"[{'farmName': 'farm_73_small', 'landName': 'land_129', 'elapsedWorkTime': 32, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_73_small', 'landName': 'land_247', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,True,100,106,2352557,01/01/2023,0,2141557,True,0.7485409304830931,,farm_73_small,10000,0.5346720932022094,StablePeasant,0.4277376745617676,0,farmer,normal,0,989,24,0,10,7025.574956424406,389
PeasantFamily_50,0.9902,0.9702,0.9702,"[{'farmName': 'farm_1_large', 'landName': 'land_55', 'elapsedWorkTime': 40, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_56', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_35', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_57', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_36', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_58', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_15', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_37', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_16', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_38', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_17', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_1_large', 'landName': 'land_18', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,True,91,83,2013207,01/01/2023,0,2803207,True,0.640565915718899,,farm_1_large,10000,0.45754708265635646,StablePeasant,0.3660376661250852,0,farmer,normal,0,795,24,0,10,9568.46361528626,1915
PeasantFamily_5,0.99029994,0.96999997,0.96999997,"[{'farmName': 'farm_22_medium', 'landName': 'land_144', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_22_medium', 'landName': 'land_165', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_22_medium', 'landName': 'land_145', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_22_medium', 'landName': 'land_164', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,True,92,85,2045699,01/01/2023,0,1667699,True,0.6509043484010855,,farm_22_medium,10000,0.4649316774293468,StablePeasant,0.3719453419434775,0,farmer,normal,0,809,24,0,10,8017.746905799568,1929
PeasantFamily_18,0.9905,0.9706999,0.9706999,"[{'farmName': 'farm_5_large', 'landName': 'land_198', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_195', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_197', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_196', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_218', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_217', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_236', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_235', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_216', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_238', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_215', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_5_large', 'landName': 'land_237', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,1,NONE,366,NONE,NONE,0,True,100,106,2339161,01/01/2023,0,3499161,True,0.7442785541400306,,farm_5_large,10000,0.5316275386714505,StablePeasant,0.42530203093716046,0,farmer,normal,0,943,24,0,10,10332.341730098735,2063
PeasantFamily_34,0.99029994,0.9503,0.9503,"[{'farmName': 'farm_40_small', 'landName': 'land_397', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_40_small', 'landName': 'land_398', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,True,77,94,2147948,01/01/2023,0,3191948,True,0.6834380104136808,,farm_40_small,10000,0.48817000743834343,StablePeasant,0.3905360059506748,0,farmer,normal,0,916,24,0,10,8685.709968239178,1976
PeasantFamily_20,0.99029994,0.97029984,0.97029984,"[{'farmName': 'farm_14_large', 'landName': 'land_342', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_364', 'elapsedWorkTime': 48, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_363', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_385', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_344', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_343', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_365', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_382', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_362', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_384', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_383', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_14_large', 'landName': 'land_345', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,1,NONE,366,NONE,NONE,0,True,100,102,2249137,01/01/2023,0,1652137,True,0.7156347180801389,,farm_14_large,10000,0.5111676557715278,StablePeasant,0.4089341246172222,0,farmer,normal,0,902,24,0,10,7470.3279515497925,12
PeasantFamily_69,0.99029994,0.9503,0.9503,"[{'farmName': 'farm_12_large', 'landName': 'land_275', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_272', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_294', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_293', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_274', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_273', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_295', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_292', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_313', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_312', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_315', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_12_large', 'landName': 'land_314', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,True,93,86,2055496,01/01/2023,0,2849496,True,0.6540217464256953,,farm_12_large,10000,0.46715839030406814,StablePeasant,0.37372671224325454,0,farmer,normal,0,814,24,0,10,10016.46162508332,1934
PeasantFamily_64,0.99029994,0.9701999,0.9701999,"[{'farmName': 'farm_6_large', 'landName': 'land_232', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_231', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_212', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_234', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_211', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_233', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_194', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_191', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_193', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_192', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_214', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_6_large', 'landName': 'land_213', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,True,98,96,2166569,01/01/2023,0,2284569,True,0.6893630084340975,,farm_6_large,10000,0.49240214888149825,StablePeasant,0.39392171910519863,0,farmer,normal,0,884,24,0,10,7535.855354344906,1984
PeasantFamily_51,0.9903,0.9502999,0.9502999,"[{'farmName': 'farm_3_large', 'landName': 'land_111', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_133', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_132', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_113', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_112', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_134', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_131', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_91', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_92', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_93', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_94', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_3_large', 'landName': 'land_114', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,1,NONE,366,NONE,NONE,0,True,100,107,2360055,01/01/2023,0,2658055,True,0.7509266656267316,,farm_3_large,10000,0.5363761897333797,StablePeasant,0.4291009517867038,0,farmer,normal,0,952,24,0,10,9022.209310584143,2
PeasantFamily_7,0.99009997,0.97029996,0.97029996,"[{'farmName': 'farm_31_medium', 'landName': 'land_44', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_31_medium', 'landName': 'land_63', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_31_medium', 'landName': 'land_64', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_31_medium', 'landName': 'land_43', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,True,95,91,2109237,01/01/2023,0,1448237,True,0.6711209598586655,,farm_31_medium,10000,0.47937211418476106,StablePeasant,0.38349769134780887,0,farmer,normal,0,858,24,0,10,6700.949465984975,1958
PeasantFamily_30,0.99029994,0.9702999,0.9702999,"[{'farmName': 'farm_11_large', 'landName': 'land_298', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_297', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_278', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_300', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_277', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_299', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_260', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_280', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_258', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_257', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_279', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_11_large', 'landName': 'land_259', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,True,99,98,2179953,01/01/2023,0,1766953,True,0.6936216042817498,,farm_11_large,10000,0.4954440030583927,StablePeasant,0.3963552024467142,0,farmer,normal,0,870,24,0,10,8616.513744204278,1990
PeasantFamily_62,0.99,0.97,0.96999997,"[{'farmName': 'farm_4_large', 'landName': 'land_135', 'elapsedWorkTime': 16, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_95', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_96', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_97', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_98', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_118', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_115', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_137', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_136', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_117', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_116', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}, {'farmName': 'farm_4_large', 'landName': 'land_138', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'totalRequiredTime': 56, 'used': False, 'currentCropCareType': 'NONE'}]",,0,NONE,366,NONE,NONE,0,True,92,84,2030301,01/01/2023,0,1561301,True,0.6460049932630666,,farm_4_large,10000,0.4614321380450476,StablePeasant,0.3691457104360381,0,farmer,normal,0,802,24,0,10,8493.486678831592,1922
